emp_no,first_name,last_name,title,birth_date,from_date,to_date,dept_name
492524,Billur,Setlzner,Senior Staff,1962-05-28,1987-06-01,9999-01-01,Sales
492534,Heon,Pillow,Engineer,1962-02-27,1988-06-07,9999-01-01,Development
492545,Miquel,Rouquie,Engineer,1964-02-06,1986-12-09,9999-01-01,Production
492551,Pranay,Kleiser,Senior Staff,1964-03-14,1987-02-12,9999-01-01,Research
492571,Hugh,Rahimi,Senior Staff,1962-07-02,1986-02-17,9999-01-01,Research
492603,Jiafu,Solovay,Engineer,1964-04-17,1985-08-15,9999-01-01,Development
492606,Junsik,Giaccio,Senior Staff,1964-09-04,1986-05-21,9999-01-01,Finance
492621,Elzbieta,Conte,Senior Engineer,1962-11-21,1987-05-16,9999-01-01,Quality Management
492648,Berhard,Sigstam,Engineer,1962-09-17,1988-05-28,9999-01-01,Development
492668,Parto,Escriba,Senior Staff,1964-11-13,1987-09-06,9999-01-01,Marketing
492677,Goetz,McAffer,Engineer,1965-01-26,1988-02-05,9999-01-01,Production
492687,Shalesh,Ravishankar,Engineer,1962-07-25,1986-10-26,9999-01-01,Development
492721,Samphel,Perly,Senior Staff,1964-05-06,1987-02-18,9999-01-01,Sales
492766,Thodoros,Murillo,Senior Engineer,1964-04-07,1988-05-31,9999-01-01,Production
492788,Shaleah,Peek,Engineer,1963-08-11,1986-05-22,9999-01-01,Development
492805,Claudi,Farrel,Technique Leader,1963-10-03,1985-10-06,9999-01-01,Development
492897,Atreye,Kemmerer,Engineer,1963-12-06,1988-09-17,9999-01-01,Development
492901,Giordano,Zizka,Engineer,1963-07-07,1986-08-20,9999-01-01,Production
492924,Przemyslawa,Slaats,Technique Leader,1964-02-28,1986-09-30,9999-01-01,Development
492931,Xiadong,Besselaar,Engineer,1963-03-15,1987-04-21,9999-01-01,Production
492955,Eric,Himler,Engineer,1962-11-29,1987-07-24,9999-01-01,Production
492971,Khalid,Plumb,Engineer,1964-08-29,1985-06-18,9999-01-01,Quality Management
492973,Yuping,Demos,Engineer,1964-03-26,1985-10-21,9999-01-01,Production
492975,Nalini,Czaja,Engineer,1964-09-20,1988-11-14,9999-01-01,Production
492999,Xinyu,Marzano,Senior Staff,1964-02-14,1985-06-20,9999-01-01,Research
493006,Byong,Sidje,Engineer,1964-12-16,1988-07-02,9999-01-01,Production
493019,Woody,Teitelbaum,Senior Staff,1962-01-16,1986-05-27,9999-01-01,Human Resources
493131,Akeel,Mamelak,Senior Engineer,1964-10-27,1987-11-10,9999-01-01,Production
493140,Sreenivas,Zhiwei,Engineer,1963-09-25,1986-01-17,9999-01-01,Production
493160,Tze,Chinin,Engineer,1962-09-12,1986-09-22,9999-01-01,Development
493193,Toney,Rothe,Senior Staff,1963-07-22,1987-12-30,9999-01-01,Sales
493195,Jianwen,Plessier,Engineer,1962-04-01,1988-04-06,9999-01-01,Development
493207,Shirish,Belinskaya,Engineer,1963-08-13,1987-09-28,9999-01-01,Production
493220,Manohar,Zweizig,Technique Leader,1963-04-09,1985-05-27,9999-01-01,Production
493224,Jovan,Zschoche,Senior Staff,1964-01-23,1988-08-13,9999-01-01,Finance
493235,Mart,Fargier,Senior Staff,1964-06-02,1986-03-28,9999-01-01,Research
493272,Nakhoon,Blokdijk,Senior Staff,1963-05-02,1985-10-25,9999-01-01,Sales
493312,Billie,Chappelet,Engineer,1962-05-30,1988-09-08,9999-01-01,Production
493319,Zhiwei,Takanami,Engineer,1964-10-16,1988-07-14,9999-01-01,Development
493385,Fan,Kulisch,Senior Staff,1962-12-24,1986-10-15,9999-01-01,Human Resources
493390,Perla,DuCasse,Engineer,1962-08-21,1986-10-17,9999-01-01,Development
493398,Arif,Malinowski,Senior Staff,1964-07-05,1985-02-07,9999-01-01,Finance
493401,Indrajit,Salinas,Engineer,1963-01-16,1985-08-27,9999-01-01,Production
493416,Marco,Kopetz,Engineer,1964-04-26,1986-08-12,9999-01-01,Quality Management
493437,Valeska,Bondorf,Engineer,1962-10-01,1986-09-16,9999-01-01,Production
493452,Eberhardt,Ouhyoung,Engineer,1963-04-04,1987-10-06,9999-01-01,Development
493469,Sverrir,Verspoor,Senior Engineer,1964-03-05,1988-02-19,9999-01-01,Development
493496,Sergi,Litvinov,Technique Leader,1962-03-16,1985-04-17,9999-01-01,Production
493512,Mingsen,Wursthorn,Senior Engineer,1964-07-09,1986-06-11,9999-01-01,Development
493540,Make,Piveteau,Senior Staff,1963-07-28,1986-05-14,9999-01-01,Research
493582,Adin,Greibach,Senior Staff,1963-11-09,1985-08-23,9999-01-01,Finance
493585,Shaibal,Ramaiah,Technique Leader,1963-06-12,1986-06-19,9999-01-01,Quality Management
493600,Keung,Heusch,Senior Staff,1964-01-26,1986-06-01,9999-01-01,Marketing
493633,Ramya,Papsdorf,Senior Staff,1963-02-26,1986-07-13,9999-01-01,Research
493684,Mohammad,Gammage,Senior Staff,1964-02-09,1985-07-22,9999-01-01,Sales
493726,Munehiko,Sadowski,Engineer,1963-12-01,1985-05-20,9999-01-01,Development
493770,Subhrajyoti,Jansch,Engineer,1962-10-07,1987-01-01,9999-01-01,Development
493776,Mari,Gerteisen,Engineer,1964-01-22,1988-01-23,9999-01-01,Development
493802,Aamer,Terwilliger,Engineer,1964-09-18,1987-03-19,9999-01-01,Production
493814,Dante,Bain,Senior Staff,1964-11-14,1988-04-21,9999-01-01,Marketing
493821,Aiichiro,Legleitner,Engineer,1963-06-03,1988-04-07,9999-01-01,Production
493860,Mack,Schieder,Senior Engineer,1963-08-20,1988-08-07,9999-01-01,Development
493868,Katsuyuki,Worfolk,Senior Staff,1962-03-23,1985-03-15,9999-01-01,Sales
493883,Jaana,Badache,Engineer,1963-04-28,1985-05-14,9999-01-01,Production
493899,Susanne,Apsitis,Assistant Engineer,1963-12-15,1986-08-03,9999-01-01,Production
493919,Geraldo,Erol,Engineer,1964-06-14,1987-07-09,9999-01-01,Development
493937,Volkmar,Alameldin,Engineer,1963-08-26,1988-05-21,9999-01-01,Development
493953,Srinidhi,Furudate,Senior Staff,1963-10-20,1988-02-19,9999-01-01,Customer Service
493970,Danil,Macedo,Senior Staff,1963-12-19,1986-08-25,9999-01-01,Sales
493983,Jayesh,Diderrich,Senior Staff,1963-08-12,1987-03-18,9999-01-01,Sales
493984,Nevio,Fortenbacher,Senior Staff,1962-03-03,1987-08-30,9999-01-01,Marketing
493987,Perla,Compeau,Senior Staff,1963-02-20,1987-11-04,9999-01-01,Marketing
493995,Fumiyo,Taubman,Technique Leader,1964-03-25,1987-05-03,9999-01-01,Development
494001,Zhiwei,Escriba,Senior Staff,1964-04-27,1985-02-28,9999-01-01,Sales
494004,Sanjeeva,Shimshoni,Senior Staff,1962-01-02,1985-04-16,9999-01-01,Marketing
494017,Shimshon,Chinal,Engineer,1962-12-24,1987-03-20,9999-01-01,Quality Management
494033,Rasiah,Stasinski,Senior Staff,1963-07-01,1988-04-02,9999-01-01,Research
494123,Yoshinari,Cairo,Senior Staff,1962-07-08,1987-05-19,9999-01-01,Finance
494157,Uno,Heering,Senior Staff,1962-06-28,1985-12-30,9999-01-01,Customer Service
494177,Guoxiang,Pocchiola,Senior Staff,1962-06-25,1987-02-20,9999-01-01,Sales
494184,Doohun,Morrey,Engineer,1964-08-17,1986-11-24,9999-01-01,Customer Service
494201,Martien,Terwilliger,Engineer,1962-04-21,1988-07-12,9999-01-01,Development
494208,Marko,Camarinopoulos,Assistant Engineer,1964-08-31,1986-06-30,9999-01-01,Production
494229,Mohd,Uludag,Senior Staff,1963-12-22,1987-12-07,9999-01-01,Human Resources
494252,Aleksander,Glowinski,Senior Engineer,1963-11-10,1988-01-15,9999-01-01,Development
494256,Tooru,Ginesta,Engineer,1962-03-07,1986-12-19,9999-01-01,Development
494269,Zongyan,Diderrich,Senior Staff,1964-02-20,1985-08-10,9999-01-01,Customer Service
494280,Yechezkel,Perry,Senior Engineer,1964-11-22,1988-02-18,9999-01-01,Development
494315,Nakhoon,Flexer,Technique Leader,1962-12-18,1988-10-15,9999-01-01,Development
494326,Satosi,Veevers,Senior Staff,1962-05-05,1986-03-03,9999-01-01,Sales
494349,Remco,Silva,Senior Staff,1963-07-24,1985-03-22,9999-01-01,Marketing
494369,Ewing,Bach,Senior Staff,1962-05-20,1985-11-25,9999-01-01,Research
494401,Jingling,Schlumberger,Engineer,1963-06-25,1987-01-24,9999-01-01,Quality Management
494418,Augustine,Nergos,Senior Staff,1963-02-18,1986-04-13,9999-01-01,Sales
494448,Danae,Baja,Senior Staff,1964-03-02,1986-08-12,9999-01-01,Research
494469,Kazuhito,Viele,Senior Staff,1963-08-05,1987-08-28,9999-01-01,Customer Service
494485,Sariel,Standera,Engineer,1963-10-27,1988-10-02,9999-01-01,Production
494562,Tadanori,Schiettecatte,Senior Staff,1962-06-29,1987-06-22,9999-01-01,Human Resources
494611,Ingmar,Roisin,Senior Staff,1962-07-23,1986-05-28,9999-01-01,Marketing
494618,Jackson,Zweizig,Senior Engineer,1962-04-19,1985-07-12,9999-01-01,Production
494649,Hongzhu,Petersohn,Engineer,1962-12-26,1987-08-26,9999-01-01,Production
494703,Gurbir,Perri,Engineer,1963-06-12,1985-05-02,9999-01-01,Production
494734,Denny,Gammage,Senior Staff,1963-06-11,1987-01-14,9999-01-01,Sales
494746,Yaghout,Thiran,Engineer,1964-06-16,1988-04-16,9999-01-01,Production
494749,Barna,Hanabata,Senior Staff,1962-05-30,1988-08-20,9999-01-01,Human Resources
494765,Gennadi,Lanzelotte,Senior Staff,1963-09-12,1988-10-20,9999-01-01,Human Resources
494824,Masaru,Seuren,Senior Staff,1962-11-14,1988-04-09,9999-01-01,Sales
494838,Stepehn,Bondorf,Engineer,1963-06-28,1986-04-05,9999-01-01,Production
494843,Brewster,Thimonier,Senior Staff,1962-10-23,1988-06-04,9999-01-01,Sales
494848,Heeju,Melton,Senior Staff,1964-07-21,1988-11-13,9999-01-01,Finance
494887,Xudong,Huttel,Senior Staff,1963-06-13,1985-03-29,9999-01-01,Sales
494896,Ibibia,Koyama,Senior Staff,1964-07-30,1986-08-28,9999-01-01,Sales
494905,Mary,Kinley,Senior Staff,1962-05-09,1985-06-24,9999-01-01,Finance
494932,Djelloul,Slutz,Senior Staff,1964-08-15,1985-12-20,9999-01-01,Customer Service
494937,Adam,Choobineh,Technique Leader,1964-08-22,1987-09-03,9999-01-01,Production
494989,Cristinel,Zumaque,Engineer,1962-12-20,1987-06-21,9999-01-01,Development
495016,Palash,Jonsson,Technique Leader,1963-09-24,1985-04-26,9999-01-01,Development
495034,Zhiwei,Guenter,Assistant Engineer,1963-07-21,1988-09-15,9999-01-01,Development
495086,Neven,Valette,Engineer,1964-04-23,1986-06-17,9999-01-01,Development
495105,Matt,Chimia,Senior Staff,1964-02-09,1987-11-08,9999-01-01,Marketing
495154,Abdelaziz,Poulakidas,Senior Staff,1964-09-11,1985-06-17,9999-01-01,Sales
495163,Marc,Hasham,Engineer,1964-09-11,1987-04-25,9999-01-01,Production
495199,Udi,Compeau,Senior Staff,1962-02-24,1985-11-07,9999-01-01,Sales
495230,Basil,Melichar,Senior Staff,1964-09-04,1986-12-26,9999-01-01,Research
495241,Hatim,Pelc,Engineer,1964-02-13,1987-09-16,9999-01-01,Development
495302,Moss,Shanbhogue,Senior Staff,1962-07-17,1986-12-22,9999-01-01,Sales
495356,Xiaoheng,Falster,Engineer,1962-06-06,1986-05-09,9999-01-01,Development
495368,Candido,Heemskerk,Senior Staff,1963-10-07,1985-05-11,9999-01-01,Human Resources
495371,Koldo,Cherinka,Senior Engineer,1964-01-25,1987-10-28,9999-01-01,Production
495391,Sasan,Liesche,Senior Staff,1962-04-21,1987-02-08,9999-01-01,Sales
495420,Serge,Kampfer,Senior Staff,1962-06-15,1988-08-29,9999-01-01,Human Resources
495421,Luerbio,Krohm,Assistant Engineer,1964-06-15,1987-10-15,9999-01-01,Development
495423,Gritta,Kroll,Senior Staff,1962-06-16,1985-05-06,9999-01-01,Marketing
495444,Shunichi,Porotnikoff,Engineer,1964-09-13,1987-05-10,9999-01-01,Production
495462,Duke,Vidya,Senior Engineer,1964-04-01,1985-04-24,9999-01-01,Development
495486,Souichi,Hutter,Senior Staff,1964-01-16,1987-07-01,9999-01-01,Marketing
495495,Piyawadee,Lodder,Senior Staff,1962-04-06,1986-02-28,9999-01-01,Sales
495517,Fox,Rosay,Engineer,1962-12-01,1987-05-28,9999-01-01,Production
495567,Subhada,Molberg,Senior Staff,1964-06-19,1986-12-17,9999-01-01,Sales
495568,Berthier,Furudate,Senior Staff,1964-03-30,1985-07-01,9999-01-01,Customer Service
495619,Basim,Sidou,Assistant Engineer,1963-07-12,1985-09-09,9999-01-01,Production
495639,Marko,Vanwelkenhuysen,Senior Staff,1962-10-02,1988-10-17,9999-01-01,Sales
495665,Berto,Lyonns,Engineer,1963-06-08,1988-04-22,9999-01-01,Production
495672,Zissis,Sewelson,Senior Staff,1962-09-02,1985-02-10,9999-01-01,Sales
495715,Danco,Vasanthakumar,Senior Staff,1964-08-30,1985-07-06,9999-01-01,Finance
495728,Divine,Lubachevsky,Senior Staff,1964-03-11,1985-05-02,9999-01-01,Finance
495760,Dzung,Impagliazzo,Engineer,1964-04-29,1987-11-19,9999-01-01,Development
495796,Sahrah,Griswold,Senior Staff,1962-02-12,1985-07-15,9999-01-01,Finance
495800,Ugo,Bondorf,Senior Staff,1963-04-15,1985-12-28,9999-01-01,Sales
495803,Uri,Conti,Engineer,1963-10-08,1986-05-07,9999-01-01,Development
495858,Wojceich,Soloway,Technique Leader,1963-06-20,1985-02-21,9999-01-01,Development
495917,Toshiko,Binding,Assistant Engineer,1962-11-08,1986-05-27,9999-01-01,Development
495926,Constantino,Trachtenberg,Senior Staff,1964-09-14,1988-03-23,9999-01-01,Sales
495932,Weiwu,Mikschl,Engineer,1964-11-11,1988-08-21,9999-01-01,Development
495981,Parviz,Leaver,Assistant Engineer,1964-11-04,1986-04-10,9999-01-01,Production
495998,Maja,Lorho,Senior Engineer,1962-08-08,1986-11-15,9999-01-01,Production
496001,Guozhong,Unni,Senior Staff,1962-04-18,1988-02-28,9999-01-01,Sales
496050,Kiyomitsu,Serna,Engineer,1964-02-26,1987-05-09,9999-01-01,Development
496071,Khatoun,Bernardeschi,Senior Engineer,1962-01-28,1987-10-16,9999-01-01,Development
496079,Bader,Gien,Technique Leader,1962-05-05,1985-03-07,9999-01-01,Development
496086,Odysseas,Delgrande,Senior Staff,1963-03-30,1988-02-18,9999-01-01,Finance
496090,Radhia,Woycyznski,Engineer,1962-05-27,1985-07-27,9999-01-01,Development
496155,Hironobu,Axelband,Senior Staff,1963-04-12,1988-07-12,9999-01-01,Sales
496167,Gennady,Antonisse,Engineer,1964-07-31,1987-12-16,9999-01-01,Development
496194,Paddy,Maliniak,Senior Staff,1962-01-02,1987-08-15,9999-01-01,Sales
496231,Masaru,Condotta,Senior Staff,1963-01-20,1987-08-24,9999-01-01,Finance
496237,Ottavia,Heering,Engineer,1962-06-23,1986-04-03,9999-01-01,Production
496247,Gil,Spinelli,Senior Staff,1962-10-20,1986-10-31,9999-01-01,Sales
496261,Constantino,Narlikar,Assistant Engineer,1963-12-02,1986-02-17,9999-01-01,Development
496298,Randy,Peot,Senior Staff,1964-09-30,1988-07-13,9999-01-01,Research
496318,Takahiro,Akaboshi,Engineer,1962-12-04,1986-04-10,9999-01-01,Development
496331,Faiza,Edelhoff,Engineer,1964-06-22,1986-08-12,9999-01-01,Development
496352,Rosine,Farrow,Senior Staff,1963-01-03,1985-11-25,9999-01-01,Human Resources
496376,JoAnne,Prochazka,Senior Engineer,1964-07-02,1985-06-01,9999-01-01,Development
496413,Shigenori,Gimbel,Assistant Engineer,1964-04-16,1987-07-24,9999-01-01,Production
496446,Jinpo,Alpay,Senior Staff,1963-09-14,1988-08-11,9999-01-01,Sales
496494,Udo,Kambil,Engineer,1963-09-03,1987-08-17,9999-01-01,Production
496501,Khalil,Denos,Engineer,1963-08-19,1985-02-21,9999-01-01,Quality Management
496539,Jianhao,Eiter,Senior Staff,1964-06-18,1987-01-24,9999-01-01,Customer Service
496562,Alexius,Schiettecatte,Engineer,1963-04-19,1985-03-11,9999-01-01,Production
496565,Filipe,Sadowski,Senior Engineer,1964-09-21,1987-11-18,9999-01-01,Development
496586,Guttorm,Morrey,Senior Staff,1964-08-06,1986-07-28,9999-01-01,Sales
496588,Along,Raczkowsky,Senior Engineer,1963-02-23,1985-02-12,9999-01-01,Development
496654,Tommaso,Collette,Engineer,1962-06-07,1985-04-12,9999-01-01,Development
496694,Khalil,Luke,Senior Staff,1962-12-06,1988-08-30,9999-01-01,Sales
496701,Rasikan,Ritcey,Senior Staff,1964-12-02,1987-01-02,9999-01-01,Research
496726,Hironobu,Albarhamtoshy,Senior Engineer,1963-01-31,1988-12-15,9999-01-01,Production
496742,Amabile,Valette,Engineer,1962-12-06,1986-06-02,9999-01-01,Development
496753,Soenke,Syrzycki,Engineer,1962-11-16,1986-01-03,9999-01-01,Development
496755,Susanne,Wilharm,Engineer,1964-03-20,1988-10-24,9999-01-01,Production
496763,True,Roccetti,Senior Staff,1962-12-12,1987-07-18,9999-01-01,Customer Service
496793,Xudong,Lemarechal,Senior Staff,1964-02-02,1988-08-13,9999-01-01,Finance
496802,Heon,Ranon,Senior Staff,1963-11-26,1988-04-30,9999-01-01,Human Resources
496805,Murthy,Meriste,Assistant Engineer,1962-03-11,1988-03-19,9999-01-01,Production
496883,Kenroku,Kieras,Senior Staff,1964-02-11,1986-11-24,9999-01-01,Marketing
496899,Maria,Casperson,Assistant Engineer,1964-04-01,1987-11-03,9999-01-01,Production
496911,Tiina,Decleir,Senior Staff,1963-09-25,1985-04-29,9999-01-01,Sales
496934,Kellyn,Jullig,Senior Staff,1962-09-13,1986-06-14,9999-01-01,Sales
496971,Jianwen,Colorni,Senior Staff,1964-02-21,1987-11-07,9999-01-01,Sales
496975,Eckart,Ohori,Senior Staff,1962-05-03,1988-07-14,9999-01-01,Sales
497017,Arno,Andreotta,Engineer,1962-12-09,1987-04-21,9999-01-01,Production
497018,Serenella,Gomatam,Engineer,1963-03-20,1985-10-05,9999-01-01,Production
497054,Shridhar,DasSarma,Engineer,1962-10-31,1985-06-25,9999-01-01,Production
497072,Manton,Ciolek,Senior Staff,1962-01-23,1986-09-20,9999-01-01,Finance
497083,Mototsugu,Birta,Senior Staff,1963-03-07,1987-04-27,9999-01-01,Research
497133,Leon,Ramalingam,Senior Engineer,1964-11-26,1987-12-28,9999-01-01,Development
497152,Rasiah,Brlek,Senior Staff,1962-07-03,1986-11-14,9999-01-01,Sales
497167,Godehard,Bazzichi,Senior Staff,1964-08-08,1985-04-23,9999-01-01,Research
497189,Kazuyasu,Servi,Engineer,1962-11-12,1987-02-08,9999-01-01,Production
497190,Aron,Ghemri,Senior Staff,1962-11-19,1987-10-28,9999-01-01,Research
497199,Guenter,Vitiello,Engineer,1962-11-22,1985-09-22,9999-01-01,Production
497243,Jianwen,Kalsbeek,Engineer,1962-10-13,1987-03-31,9999-01-01,Development
497251,Ishfaq,Demir,Senior Engineer,1962-11-11,1987-11-07,9999-01-01,Development
497294,Oguz,Wolniewicz,Senior Staff,1962-03-27,1985-04-03,9999-01-01,Human Resources
497329,Clyde,Brlek,Engineer,1964-12-10,1986-02-16,9999-01-01,Production
497337,DAIDA,Pluym,Engineer,1963-04-17,1988-09-10,9999-01-01,Production
497387,Stepehn,Syrzycki,Senior Staff,1964-05-09,1988-11-12,9999-01-01,Research
497389,Aiichiro,Mateescu,Senior Staff,1962-09-06,1986-03-25,9999-01-01,Customer Service
497395,Parto,Kruskal,Senior Staff,1963-09-06,1985-05-13,9999-01-01,Sales
497399,Gladys,Kolinko,Senior Staff,1962-03-08,1987-07-01,9999-01-01,Sales
497456,Susanna,Kobara,Senior Engineer,1963-04-09,1988-06-18,9999-01-01,Development
497498,Ekawit,Broomell,Senior Staff,1962-12-24,1988-02-16,9999-01-01,Sales
497520,Danai,Cappelli,Senior Staff,1962-08-26,1987-08-20,9999-01-01,Marketing
497558,Mani,Picaronny,Senior Staff,1963-08-19,1987-10-05,9999-01-01,Research
497580,Kellyn,Zaumen,Senior Staff,1962-06-30,1987-06-22,9999-01-01,Human Resources
497598,Zdislav,Chappelet,Senior Staff,1962-12-14,1986-12-21,9999-01-01,Marketing
497640,Berna,Schusler,Senior Engineer,1962-02-14,1988-11-20,9999-01-01,Production
497683,Bernt,Baak,Assistant Engineer,1962-09-08,1986-11-09,9999-01-01,Production
497684,Kauko,Vecchi,Senior Staff,1963-03-29,1987-07-04,9999-01-01,Marketing
497701,Oddvar,Michaels,Senior Engineer,1964-09-15,1988-03-19,9999-01-01,Development
497704,Oddvar,Shrader,Engineer,1963-06-12,1985-09-19,9999-01-01,Development
497719,Collette,Saoudi,Senior Engineer,1964-07-27,1988-08-11,9999-01-01,Development
497720,Tadahiko,Piancastelli,Engineer,1964-12-08,1987-11-03,9999-01-01,Development
497724,Yakichi,Riesenhuber,Senior Staff,1963-01-22,1987-08-10,9999-01-01,Human Resources
497731,Arra,Turnbull,Engineer,1962-02-15,1987-12-10,9999-01-01,Production
497769,Eckart,Krichel,Senior Staff,1963-08-07,1988-08-20,9999-01-01,Customer Service
497790,IEEE,Zastre,Senior Staff,1962-02-17,1986-08-28,9999-01-01,Sales
497795,Martien,Poehlman,Engineer,1962-12-03,1987-03-16,9999-01-01,Development
497896,Arco,Schlegelmilch,Senior Staff,1964-08-12,1987-03-14,9999-01-01,Finance
497913,Rosine,Sinicrope,Engineer,1964-02-08,1988-09-26,9999-01-01,Production
497940,Dulce,Naudin,Technique Leader,1963-05-29,1987-07-15,9999-01-01,Development
497996,Mostafa,Rassart,Senior Staff,1962-03-14,1988-06-12,9999-01-01,Sales
498011,Mantis,Skafidas,Senior Engineer,1963-08-12,1985-11-28,9999-01-01,Development
498018,Aemilian,Masaki,Engineer,1964-01-08,1986-06-17,9999-01-01,Development
498049,Tonia,Blokdijk,Engineer,1964-07-21,1985-04-28,9999-01-01,Development
498066,Yaghout,Simkin,Senior Staff,1962-04-23,1987-03-16,9999-01-01,Sales
498073,Leni,Oxenboll,Senior Engineer,1962-10-05,1987-08-01,9999-01-01,Production
498098,Gaurav,Zaccaria,Senior Staff,1964-04-07,1988-07-27,9999-01-01,Sales
498109,Harjit,Gerteisen,Senior Staff,1964-12-04,1986-12-15,9999-01-01,Sales
498111,Kazuhiko,Ushiama,Engineer,1963-05-20,1985-09-02,9999-01-01,Production
498119,Girolamo,Mamelak,Senior Staff,1963-10-24,1986-11-02,9999-01-01,Marketing
498129,Mountaz,Montemayor,Assistant Engineer,1963-09-22,1987-07-04,9999-01-01,Development
498131,Gao,Oxenboll,Assistant Engineer,1964-12-27,1988-10-03,9999-01-01,Development
498134,Hironoby,Fetvedt,Technique Leader,1963-07-24,1986-03-02,9999-01-01,Production
498135,Lihong,Kamble,Senior Staff,1964-01-25,1985-05-09,9999-01-01,Customer Service
498178,Sanjay,Glinert,Senior Staff,1962-11-23,1988-07-24,9999-01-01,Customer Service
498217,Saeed,Rosis,Engineer,1964-04-25,1986-05-28,9999-01-01,Development
498233,Rafail,Rajcani,Senior Staff,1964-12-07,1985-05-31,9999-01-01,Research
498258,Jahangir,Demir,Senior Staff,1962-07-07,1988-03-31,9999-01-01,Sales
498278,Saeed,Comellas,Technique Leader,1964-03-10,1985-05-28,9999-01-01,Quality Management
498279,Giao,Zeidenstein,Senior Staff,1962-08-24,1985-12-05,9999-01-01,Research
498319,Jinpo,Harbusch,Senior Staff,1964-01-15,1986-03-05,9999-01-01,Human Resources
